Alerta_ID,Proyecto_ID,Componente,Tipo_Alerta,Fecha_Alerta,Downtime_Minutos,Minutos_Hasta_Resolucion,Asignado_A
ALT-13941,PRJ-010,API Gateway,CRITICAL_DOWN,2026-01-23 01:20:00,80,100,EMP-002
ALT-13942,PRJ-001,Frontend UI,WARNING_SPIKE,2026-02-09 00:28:00,0,168,EMP-019
ALT-13943,PRJ-005,API Gateway,WARNING_SPIKE,2026-02-18 21:53:00,0,125,EMP-005
ALT-13944,PRJ-002,Frontend UI,WARNING_SPIKE,2026-01-26 10:36:00,0,34,EMP-040
ALT-13945,PRJ-003,Load Balancer,INFO,2026-04-08 08:38:00,0,0,SYSTEM_AUTO
ALT-13946,PRJ-008,Database,INFO,2026-04-18 18:39:00,0,0,SYSTEM_AUTO
ALT-13947,PRJ-001,Auth Service,INFO,2026-03-06 15:51:00,0,0,SYSTEM_AUTO
ALT-13948,PRJ-004,API Gateway,INFO,2026-03-01 08:21:00,0,0,SYSTEM_AUTO
ALT-13949,PRJ-010,Load Balancer,INFO,2026-01-23 22:47:00,0,0,SYSTEM_AUTO
ALT-13950,PRJ-006,API Gateway,WARNING_SPIKE,2026-01-26 09:24:00,0,169,EMP-021
ALT-13951,PRJ-008,Auth Service,WARNING_SPIKE,2026-03-22 23:15:00,0,116,EMP-042
ALT-13952,PRJ-002,Database,INFO,2026-04-24 21:44:00,0,0,SYSTEM_AUTO
ALT-13953,PRJ-003,Frontend UI,WARNING_SPIKE,2026-04-01 10:28:00,0,120,EMP-013
ALT-13954,PRJ-004,API Gateway,CRITICAL_DOWN,2026-01-07 07:56:00,53,58,EMP-025
ALT-13955,PRJ-006,Load Balancer,INFO,2026-01-09 01:50:00,0,0,SYSTEM_AUTO
ALT-13956,PRJ-002,API Gateway,INFO,2026-03-12 10:47:00,0,0,SYSTEM_AUTO
ALT-13957,PRJ-003,Auth Service,INFO,2026-04-23 09:46:00,0,0,SYSTEM_AUTO
ALT-13958,PRJ-008,Database,INFO,2026-01-26 07:06:00,0,0,SYSTEM_AUTO
ALT-13959,PRJ-007,Load Balancer,INFO,2026-03-17 00:46:00,0,0,SYSTEM_AUTO
ALT-13960,PRJ-006,Load Balancer,CRITICAL_DOWN,2026-02-20 11:01:00,103,108,EMP-010
ALT-13961,PRJ-004,Load Balancer,INFO,2026-04-21 23:02:00,0,0,SYSTEM_AUTO
ALT-13962,PRJ-006,Auth Service,WARNING_SPIKE,2026-04-26 16:20:00,0,33,EMP-042
ALT-13963,PRJ-010,Auth Service,INFO,2026-02-26 22:14:00,0,0,SYSTEM_AUTO
ALT-13964,PRJ-008,Database,INFO,2026-02-07 19:50:00,0,0,SYSTEM_AUTO
ALT-13965,PRJ-003,Auth Service,WARNING_SPIKE,2026-04-23 16:26:00,0,116,EMP-031
ALT-13966,PRJ-005,Auth Service,WARNING_SPIKE,2026-02-20 22:51:00,0,174,EMP-040
ALT-13967,PRJ-006,Frontend UI,INFO,2026-02-05 10:12:00,0,0,SYSTEM_AUTO
ALT-13968,PRJ-001,API Gateway,INFO,2026-04-16 03:10:00,0,0,SYSTEM_AUTO
ALT-13969,PRJ-002,Load Balancer,INFO,2026-03-23 06:00:00,0,0,SYSTEM_AUTO
ALT-13970,PRJ-002,Database,INFO,2026-04-16 16:30:00,0,0,SYSTEM_AUTO
ALT-13971,PRJ-001,Auth Service,WARNING_SPIKE,2026-03-13 02:32:00,0,155,EMP-021
ALT-13972,PRJ-005,Load Balancer,CRITICAL_DOWN,2026-04-14 17:03:00,104,124,EMP-002
ALT-13973,PRJ-008,API Gateway,INFO,2026-01-14 18:40:00,0,0,SYSTEM_AUTO
ALT-13974,PRJ-010,Auth Service,INFO,2026-03-25 10:42:00,0,0,SYSTEM_AUTO
ALT-13975,PRJ-003,Database,INFO,2026-02-27 23:55:00,0,0,SYSTEM_AUTO
ALT-13976,PRJ-008,Database,INFO,2026-04-18 09:41:00,0,0,SYSTEM_AUTO
ALT-13977,PRJ-003,Database,INFO,2026-01-04 16:42:00,0,0,SYSTEM_AUTO
ALT-13978,PRJ-006,Database,INFO,2026-04-30 06:30:00,0,0,SYSTEM_AUTO
ALT-13979,PRJ-003,Auth Service,WARNING_SPIKE,2026-02-27 17:27:00,0,121,EMP-020
ALT-13980,PRJ-002,API Gateway,CRITICAL_DOWN,2026-01-10 10:53:00,119,142,EMP-015
ALT-13981,PRJ-001,Load Balancer,INFO,2026-02-08 16:38:00,0,0,SYSTEM_AUTO
ALT-13982,PRJ-003,Load Balancer,INFO,2026-02-19 07:49:00,0,0,SYSTEM_AUTO
ALT-13983,PRJ-001,Frontend UI,INFO,2026-01-13 21:37:00,0,0,SYSTEM_AUTO
ALT-13984,PRJ-010,API Gateway,INFO,2026-03-06 20:29:00,0,0,SYSTEM_AUTO
ALT-13985,PRJ-008,Load Balancer,WARNING_SPIKE,2026-01-29 21:21:00,0,148,EMP-037
ALT-13986,PRJ-007,Database,INFO,2026-04-17 09:18:00,0,0,SYSTEM_AUTO
ALT-13987,PRJ-002,API Gateway,INFO,2026-04-24 18:40:00,0,0,SYSTEM_AUTO
ALT-13988,PRJ-001,Frontend UI,CRITICAL_DOWN,2026-02-19 15:10:00,100,106,EMP-031
ALT-13989,PRJ-004,Auth Service,INFO,2026-04-22 01:01:00,0,0,SYSTEM_AUTO
ALT-13990,PRJ-003,Database,INFO,2026-01-09 07:09:00,0,0,SYSTEM_AUTO
ALT-13991,PRJ-008,API Gateway,INFO,2026-02-10 22:29:00,0,0,SYSTEM_AUTO
ALT-13992,PRJ-006,Auth Service,WARNING_SPIKE,2026-01-21 22:22:00,0,16,EMP-034
ALT-13993,PRJ-008,Auth Service,INFO,2026-01-29 05:08:00,0,0,SYSTEM_AUTO
ALT-13994,PRJ-005,Load Balancer,CRITICAL_DOWN,2026-01-23 16:23:00,61,69,EMP-034
ALT-13995,PRJ-001,Database,INFO,2026-01-14 04:41:00,0,0,SYSTEM_AUTO
ALT-13996,PRJ-003,Auth Service,INFO,2026-01-27 17:55:00,0,0,SYSTEM_AUTO
ALT-13997,PRJ-006,Database,INFO,2026-01-20 02:09:00,0,0,SYSTEM_AUTO
ALT-13998,PRJ-007,Frontend UI,INFO,2026-03-03 09:35:00,0,0,SYSTEM_AUTO
ALT-13999,PRJ-003,Database,INFO,2026-03-24 16:46:00,0,0,SYSTEM_AUTO
ALT-14000,PRJ-003,Frontend UI,WARNING_SPIKE,2026-03-26 00:02:00,0,42,EMP-001
ALT-14001,PRJ-008,Load Balancer,INFO,2026-03-21 12:56:00,0,0,SYSTEM_AUTO
ALT-14002,PRJ-008,Load Balancer,INFO,2026-02-01 09:47:00,0,0,SYSTEM_AUTO
ALT-14003,PRJ-009,Load Balancer,CRITICAL_DOWN,2026-03-24 16:18:00,45,55,EMP-042
ALT-14004,PRJ-001,Database,WARNING_SPIKE,2026-04-02 09:55:00,0,168,EMP-001
ALT-14005,PRJ-002,API Gateway,INFO,2026-01-11 05:35:00,0,0,SYSTEM_AUTO
ALT-14006,PRJ-002,API Gateway,WARNING_SPIKE,2026-02-23 21:22:00,0,128,EMP-025
ALT-14007,PRJ-009,Frontend UI,INFO,2026-02-10 10:21:00,0,0,SYSTEM_AUTO
ALT-14008,PRJ-007,Database,INFO,2026-04-30 18:17:00,0,0,SYSTEM_AUTO
ALT-14009,PRJ-008,Frontend UI,CRITICAL_DOWN,2026-01-12 01:19:00,108,117,EMP-001
ALT-14010,PRJ-010,Auth Service,INFO,2026-01-15 13:49:00,0,0,SYSTEM_AUTO
ALT-14011,PRJ-007,Database,CRITICAL_DOWN,2026-02-26 02:39:00,25,31,EMP-040
ALT-14012,PRJ-005,Auth Service,INFO,2026-03-15 21:29:00,0,0,SYSTEM_AUTO
ALT-14013,PRJ-009,Load Balancer,WARNING_SPIKE,2026-03-07 08:44:00,0,138,EMP-031
ALT-14014,PRJ-003,Frontend UI,INFO,2026-04-14 07:57:00,0,0,SYSTEM_AUTO
ALT-14015,PRJ-008,Database,WARNING_SPIKE,2026-02-28 07:45:00,0,32,EMP-044
ALT-14016,PRJ-006,Auth Service,INFO,2026-03-18 01:01:00,0,0,SYSTEM_AUTO
ALT-14017,PRJ-002,Database,INFO,2026-01-12 05:41:00,0,0,SYSTEM_AUTO
ALT-14018,PRJ-003,Frontend UI,WARNING_SPIKE,2026-04-13 14:10:00,0,118,EMP-021
ALT-14019,PRJ-004,Load Balancer,INFO,2026-01-21 09:54:00,0,0,SYSTEM_AUTO
ALT-14020,PRJ-002,Frontend UI,WARNING_SPIKE,2026-02-13 18:33:00,0,51,EMP-021
ALT-14021,PRJ-010,Auth Service,INFO,2026-02-26 03:12:00,0,0,SYSTEM_AUTO
ALT-14022,PRJ-009,Frontend UI,INFO,2026-02-23 01:39:00,0,0,SYSTEM_AUTO
ALT-14023,PRJ-007,Load Balancer,INFO,2026-01-14 22:36:00,0,0,SYSTEM_AUTO
ALT-14024,PRJ-005,Database,INFO,2026-02-11 17:58:00,0,0,SYSTEM_AUTO
ALT-14025,PRJ-005,Load Balancer,WARNING_SPIKE,2026-02-04 11:32:00,0,114,EMP-005
ALT-14026,PRJ-008,Database,WARNING_SPIKE,2026-02-06 17:43:00,0,22,EMP-019
ALT-14027,PRJ-010,API Gateway,CRITICAL_DOWN,2026-02-10 10:10:00,109,115,EMP-040
ALT-14028,PRJ-002,Load Balancer,INFO,2026-01-24 18:08:00,0,0,SYSTEM_AUTO
ALT-14029,PRJ-001,Load Balancer,INFO,2026-01-18 21:18:00,0,0,SYSTEM_AUTO
ALT-14030,PRJ-009,Frontend UI,INFO,2026-01-29 08:17:00,0,0,SYSTEM_AUTO
ALT-14031,PRJ-010,API Gateway,INFO,2026-04-16 08:33:00,0,0,SYSTEM_AUTO
ALT-14032,PRJ-008,Load Balancer,INFO,2026-04-11 12:27:00,0,0,SYSTEM_AUTO
ALT-14033,PRJ-002,Database,WARNING_SPIKE,2026-04-20 09:06:00,0,122,EMP-005
ALT-14034,PRJ-001,Auth Service,INFO,2026-01-31 17:46:00,0,0,SYSTEM_AUTO
ALT-14035,PRJ-007,API Gateway,INFO,2026-01-14 09:18:00,0,0,SYSTEM_AUTO
ALT-14036,PRJ-006,API Gateway,INFO,2026-02-22 15:52:00,0,0,SYSTEM_AUTO
ALT-14037,PRJ-010,Auth Service,WARNING_SPIKE,2026-01-15 10:26:00,0,71,EMP-019
ALT-14038,PRJ-002,Load Balancer,INFO,2026-03-23 07:19:00,0,0,SYSTEM_AUTO
ALT-14039,PRJ-007,Load Balancer,INFO,2026-01-30 18:19:00,0,0,SYSTEM_AUTO
ALT-14040,PRJ-006,Frontend UI,WARNING_SPIKE,2026-04-30 00:05:00,0,143,EMP-001
ALT-14041,PRJ-004,Frontend UI,INFO,2026-03-31 11:17:00,0,0,SYSTEM_AUTO
ALT-14042,PRJ-004,Frontend UI,INFO,2026-01-12 00:18:00,0,0,SYSTEM_AUTO
ALT-14043,PRJ-001,API Gateway,INFO,2026-04-27 09:56:00,0,0,SYSTEM_AUTO
ALT-14044,PRJ-007,Load Balancer,INFO,2026-03-10 20:52:00,0,0,SYSTEM_AUTO
ALT-14045,PRJ-002,Frontend UI,WARNING_SPIKE,2026-01-02 23:47:00,0,21,EMP-044
ALT-14046,PRJ-008,API Gateway,WARNING_SPIKE,2026-03-10 22:37:00,0,119,EMP-034
ALT-14047,PRJ-010,Load Balancer,CRITICAL_DOWN,2026-03-25 17:14:00,43,55,EMP-015
ALT-14048,PRJ-005,Frontend UI,WARNING_SPIKE,2026-01-14 03:07:00,0,121,EMP-020
ALT-14049,PRJ-009,API Gateway,WARNING_SPIKE,2026-01-29 19:47:00,0,158,EMP-030
ALT-14050,PRJ-003,Database,INFO,2026-01-03 11:05:00,0,0,SYSTEM_AUTO
ALT-14051,PRJ-007,API Gateway,INFO,2026-01-16 04:20:00,0,0,SYSTEM_AUTO
ALT-14052,PRJ-006,Load Balancer,INFO,2026-02-26 04:27:00,0,0,SYSTEM_AUTO
ALT-14053,PRJ-001,Frontend UI,INFO,2026-03-09 16:16:00,0,0,SYSTEM_AUTO
ALT-14054,PRJ-008,Frontend UI,INFO,2026-03-07 19:09:00,0,0,SYSTEM_AUTO
ALT-14055,PRJ-001,Database,INFO,2026-04-07 05:25:00,0,0,SYSTEM_AUTO
ALT-14056,PRJ-004,Database,INFO,2026-03-09 00:22:00,0,0,SYSTEM_AUTO
ALT-14057,PRJ-010,API Gateway,INFO,2026-04-27 17:24:00,0,0,SYSTEM_AUTO
ALT-14058,PRJ-001,API Gateway,INFO,2026-04-05 12:40:00,0,0,SYSTEM_AUTO
ALT-14059,PRJ-001,API Gateway,CRITICAL_DOWN,2026-02-04 19:52:00,21,38,EMP-025
ALT-14060,PRJ-005,Frontend UI,INFO,2026-04-09 07:15:00,0,0,SYSTEM_AUTO
ALT-14061,PRJ-004,API Gateway,INFO,2026-02-24 22:39:00,0,0,SYSTEM_AUTO
ALT-14062,PRJ-007,Frontend UI,INFO,2026-04-30 03:39:00,0,0,SYSTEM_AUTO
ALT-14063,PRJ-002,Auth Service,INFO,2026-04-21 09:37:00,0,0,SYSTEM_AUTO
ALT-14064,PRJ-007,Frontend UI,INFO,2026-01-13 05:37:00,0,0,SYSTEM_AUTO
ALT-14065,PRJ-007,Frontend UI,WARNING_SPIKE,2026-02-12 22:10:00,0,33,EMP-032
ALT-14066,PRJ-008,Load Balancer,WARNING_SPIKE,2026-04-22 13:38:00,0,61,EMP-034
ALT-14067,PRJ-010,Auth Service,INFO,2026-02-27 05:14:00,0,0,SYSTEM_AUTO
ALT-14068,PRJ-007,Load Balancer,INFO,2026-02-06 08:32:00,0,0,SYSTEM_AUTO
ALT-14069,PRJ-006,Auth Service,INFO,2026-02-01 00:50:00,0,0,SYSTEM_AUTO
ALT-14070,PRJ-010,Load Balancer,CRITICAL_DOWN,2026-02-14 19:08:00,8,31,EMP-030
ALT-14071,PRJ-009,Frontend UI,CRITICAL_DOWN,2026-01-31 11:24:00,102,128,EMP-025
ALT-14072,PRJ-001,Frontend UI,INFO,2026-02-09 06:47:00,0,0,SYSTEM_AUTO
ALT-14073,PRJ-010,Load Balancer,INFO,2026-03-31 01:20:00,0,0,SYSTEM_AUTO
ALT-14074,PRJ-007,Database,INFO,2026-02-04 02:47:00,0,0,SYSTEM_AUTO
ALT-14075,PRJ-006,Auth Service,WARNING_SPIKE,2026-03-08 18:44:00,0,162,EMP-040
ALT-14076,PRJ-007,Load Balancer,INFO,2026-02-18 15:44:00,0,0,SYSTEM_AUTO
ALT-14077,PRJ-010,API Gateway,INFO,2026-01-07 20:28:00,0,0,SYSTEM_AUTO
ALT-14078,PRJ-001,Auth Service,WARNING_SPIKE,2026-01-12 01:48:00,0,60,EMP-040
ALT-14079,PRJ-004,API Gateway,INFO,2026-04-02 07:31:00,0,0,SYSTEM_AUTO
ALT-14080,PRJ-004,Auth Service,WARNING_SPIKE,2026-04-04 00:15:00,0,72,EMP-031
ALT-14081,PRJ-005,Frontend UI,INFO,2026-04-14 04:56:00,0,0,SYSTEM_AUTO
ALT-14082,PRJ-002,Database,INFO,2026-03-18 20:44:00,0,0,SYSTEM_AUTO
ALT-14083,PRJ-005,Frontend UI,WARNING_SPIKE,2026-03-05 07:47:00,0,162,EMP-021
ALT-14084,PRJ-006,Load Balancer,INFO,2026-01-14 19:04:00,0,0,SYSTEM_AUTO
ALT-14085,PRJ-002,Database,INFO,2026-02-02 01:52:00,0,0,SYSTEM_AUTO
ALT-14086,PRJ-010,Load Balancer,INFO,2026-04-28 19:01:00,0,0,SYSTEM_AUTO
ALT-14087,PRJ-004,Load Balancer,WARNING_SPIKE,2026-03-28 00:29:00,0,139,EMP-022
ALT-14088,PRJ-004,Database,INFO,2026-04-25 14:03:00,0,0,SYSTEM_AUTO
ALT-14089,PRJ-001,Database,INFO,2026-03-19 08:14:00,0,0,SYSTEM_AUTO
ALT-14090,PRJ-009,API Gateway,INFO,2026-03-16 04:57:00,0,0,SYSTEM_AUTO
ALT-14091,PRJ-003,Frontend UI,INFO,2026-02-11 02:01:00,0,0,SYSTEM_AUTO
ALT-14092,PRJ-001,Auth Service,INFO,2026-03-11 15:35:00,0,0,SYSTEM_AUTO
ALT-14093,PRJ-006,Database,CRITICAL_DOWN,2026-02-21 13:44:00,58,80,EMP-042
ALT-14094,PRJ-003,Load Balancer,INFO,2026-03-12 14:23:00,0,0,SYSTEM_AUTO
ALT-14095,PRJ-007,API Gateway,INFO,2026-03-14 03:21:00,0,0,SYSTEM_AUTO
ALT-14096,PRJ-007,Database,INFO,2026-04-17 00:57:00,0,0,SYSTEM_AUTO
ALT-14097,PRJ-008,Database,INFO,2026-04-26 17:21:00,0,0,SYSTEM_AUTO
ALT-14098,PRJ-007,Database,WARNING_SPIKE,2026-02-20 15:36:00,0,123,EMP-042
ALT-14099,PRJ-010,Auth Service,INFO,2026-04-14 14:01:00,0,0,SYSTEM_AUTO
ALT-14100,PRJ-004,Load Balancer,WARNING_SPIKE,2026-03-09 04:36:00,0,90,EMP-002
ALT-14101,PRJ-005,Frontend UI,INFO,2026-03-08 10:05:00,0,0,SYSTEM_AUTO
ALT-14102,PRJ-009,Auth Service,CRITICAL_DOWN,2026-01-02 14:07:00,112,130,EMP-040
ALT-14103,PRJ-004,API Gateway,CRITICAL_DOWN,2026-04-23 00:15:00,43,70,EMP-020
ALT-14104,PRJ-003,Auth Service,CRITICAL_DOWN,2026-03-31 17:53:00,33,56,EMP-031
ALT-14105,PRJ-004,Database,INFO,2026-02-19 12:08:00,0,0,SYSTEM_AUTO
ALT-14106,PRJ-007,Database,INFO,2026-01-21 10:02:00,0,0,SYSTEM_AUTO
ALT-14107,PRJ-008,Frontend UI,CRITICAL_DOWN,2026-02-26 03:21:00,61,86,EMP-040
ALT-14108,PRJ-004,Database,WARNING_SPIKE,2026-02-19 19:40:00,0,61,EMP-015
ALT-14109,PRJ-006,API Gateway,INFO,2026-01-19 16:24:00,0,0,SYSTEM_AUTO
ALT-14110,PRJ-002,Load Balancer,INFO,2026-03-24 13:36:00,0,0,SYSTEM_AUTO
ALT-14111,PRJ-009,Load Balancer,INFO,2026-03-10 08:14:00,0,0,SYSTEM_AUTO
ALT-14112,PRJ-007,Load Balancer,WARNING_SPIKE,2026-02-24 17:55:00,0,117,EMP-040
ALT-14113,PRJ-003,Load Balancer,INFO,2026-01-21 17:41:00,0,0,SYSTEM_AUTO
ALT-14114,PRJ-007,API Gateway,WARNING_SPIKE,2026-03-14 20:24:00,0,94,EMP-037
ALT-14115,PRJ-010,API Gateway,INFO,2026-02-25 16:58:00,0,0,SYSTEM_AUTO
ALT-14116,PRJ-010,API Gateway,INFO,2026-01-26 18:28:00,0,0,SYSTEM_AUTO
ALT-14117,PRJ-004,API Gateway,WARNING_SPIKE,2026-01-22 12:56:00,0,90,EMP-029
ALT-14118,PRJ-008,Auth Service,INFO,2026-03-08 23:14:00,0,0,SYSTEM_AUTO
ALT-14119,PRJ-007,API Gateway,INFO,2026-01-10 13:49:00,0,0,SYSTEM_AUTO
ALT-14120,PRJ-005,Database,INFO,2026-04-26 11:47:00,0,0,SYSTEM_AUTO
ALT-14121,PRJ-003,Auth Service,INFO,2026-02-25 05:11:00,0,0,SYSTEM_AUTO
ALT-14122,PRJ-004,Frontend UI,INFO,2026-03-23 07:52:00,0,0,SYSTEM_AUTO
ALT-14123,PRJ-009,API Gateway,INFO,2026-03-20 18:03:00,0,0,SYSTEM_AUTO
ALT-14124,PRJ-009,Database,INFO,2026-02-25 00:26:00,0,0,SYSTEM_AUTO
ALT-14125,PRJ-009,API Gateway,WARNING_SPIKE,2026-02-19 11:20:00,0,62,EMP-031
ALT-14126,PRJ-003,Database,INFO,2026-03-02 06:27:00,0,0,SYSTEM_AUTO
ALT-14127,PRJ-002,API Gateway,INFO,2026-01-10 12:23:00,0,0,SYSTEM_AUTO
ALT-14128,PRJ-006,Frontend UI,INFO,2026-01-23 12:02:00,0,0,SYSTEM_AUTO
ALT-14129,PRJ-002,Load Balancer,INFO,2026-01-17 16:48:00,0,0,SYSTEM_AUTO
ALT-14130,PRJ-004,API Gateway,INFO,2026-04-08 21:51:00,0,0,SYSTEM_AUTO
ALT-14131,PRJ-001,Frontend UI,INFO,2026-03-06 04:18:00,0,0,SYSTEM_AUTO
ALT-14132,PRJ-009,Auth Service,INFO,2026-04-16 21:03:00,0,0,SYSTEM_AUTO
ALT-14133,PRJ-010,Frontend UI,INFO,2026-01-03 04:43:00,0,0,SYSTEM_AUTO
ALT-14134,PRJ-001,Auth Service,INFO,2026-01-14 13:53:00,0,0,SYSTEM_AUTO
ALT-14135,PRJ-009,Frontend UI,INFO,2026-01-09 21:40:00,0,0,SYSTEM_AUTO
ALT-14136,PRJ-003,Frontend UI,INFO,2026-02-10 02:14:00,0,0,SYSTEM_AUTO
ALT-14137,PRJ-009,Auth Service,WARNING_SPIKE,2026-04-05 04:13:00,0,120,EMP-040
ALT-14138,PRJ-005,Database,INFO,2026-03-20 02:13:00,0,0,SYSTEM_AUTO
ALT-14139,PRJ-007,Auth Service,INFO,2026-02-21 13:50:00,0,0,SYSTEM_AUTO
ALT-14140,PRJ-004,Auth Service,WARNING_SPIKE,2026-02-15 07:49:00,0,131,EMP-021
ALT-14141,PRJ-001,Database,INFO,2026-03-03 12:11:00,0,0,SYSTEM_AUTO
ALT-14142,PRJ-008,Load Balancer,CRITICAL_DOWN,2026-02-16 09:06:00,55,60,EMP-021
ALT-14143,PRJ-005,Database,INFO,2026-03-20 03:36:00,0,0,SYSTEM_AUTO
ALT-14144,PRJ-008,API Gateway,INFO,2026-01-31 17:15:00,0,0,SYSTEM_AUTO
ALT-14145,PRJ-007,Auth Service,INFO,2026-02-07 14:00:00,0,0,SYSTEM_AUTO
ALT-14146,PRJ-004,Load Balancer,INFO,2026-01-05 11:03:00,0,0,SYSTEM_AUTO
ALT-14147,PRJ-005,Database,CRITICAL_DOWN,2026-03-17 09:47:00,76,104,EMP-044
ALT-14148,PRJ-003,Auth Service,INFO,2026-01-16 15:41:00,0,0,SYSTEM_AUTO
ALT-14149,PRJ-005,Load Balancer,INFO,2026-02-11 17:16:00,0,0,SYSTEM_AUTO
ALT-14150,PRJ-004,API Gateway,INFO,2026-01-27 10:42:00,0,0,SYSTEM_AUTO
ALT-14151,PRJ-002,API Gateway,INFO,2026-03-21 17:18:00,0,0,SYSTEM_AUTO
ALT-14152,PRJ-010,Load Balancer,INFO,2026-03-07 05:21:00,0,0,SYSTEM_AUTO
ALT-14153,PRJ-003,Auth Service,INFO,2026-02-13 01:58:00,0,0,SYSTEM_AUTO
ALT-14154,PRJ-003,Load Balancer,INFO,2026-03-24 08:11:00,0,0,SYSTEM_AUTO
ALT-14155,PRJ-010,Load Balancer,INFO,2026-03-31 10:18:00,0,0,SYSTEM_AUTO
ALT-14156,PRJ-003,Database,INFO,2026-02-11 03:22:00,0,0,SYSTEM_AUTO
ALT-14157,PRJ-005,API Gateway,INFO,2026-01-09 02:46:00,0,0,SYSTEM_AUTO
ALT-14158,PRJ-003,Frontend UI,CRITICAL_DOWN,2026-02-16 20:24:00,43,55,EMP-022
ALT-14159,PRJ-006,Load Balancer,INFO,2026-02-08 10:52:00,0,0,SYSTEM_AUTO
ALT-14160,PRJ-006,Auth Service,INFO,2026-03-16 22:57:00,0,0,SYSTEM_AUTO
ALT-14161,PRJ-006,Auth Service,INFO,2026-03-05 09:00:00,0,0,SYSTEM_AUTO
ALT-14162,PRJ-001,Auth Service,INFO,2026-04-20 00:47:00,0,0,SYSTEM_AUTO
ALT-14163,PRJ-003,Database,INFO,2026-04-22 02:00:00,0,0,SYSTEM_AUTO
ALT-14164,PRJ-008,Auth Service,INFO,2026-03-01 19:12:00,0,0,SYSTEM_AUTO
ALT-14165,PRJ-010,Frontend UI,INFO,2026-04-19 06:46:00,0,0,SYSTEM_AUTO
ALT-14166,PRJ-010,Load Balancer,WARNING_SPIKE,2026-02-27 18:56:00,0,162,EMP-044
ALT-14167,PRJ-010,API Gateway,INFO,2026-04-12 04:04:00,0,0,SYSTEM_AUTO
ALT-14168,PRJ-006,Frontend UI,WARNING_SPIKE,2026-01-13 11:01:00,0,161,EMP-010
ALT-14169,PRJ-004,API Gateway,INFO,2026-02-10 07:11:00,0,0,SYSTEM_AUTO
ALT-14170,PRJ-010,Load Balancer,INFO,2026-02-13 18:43:00,0,0,SYSTEM_AUTO
ALT-14171,PRJ-004,Database,INFO,2026-02-19 21:14:00,0,0,SYSTEM_AUTO
ALT-14172,PRJ-004,API Gateway,INFO,2026-02-26 15:35:00,0,0,SYSTEM_AUTO
ALT-14173,PRJ-001,Database,WARNING_SPIKE,2026-03-19 05:12:00,0,99,EMP-025
ALT-14174,PRJ-001,API Gateway,INFO,2026-03-21 18:11:00,0,0,SYSTEM_AUTO
ALT-14175,PRJ-004,Auth Service,INFO,2026-02-22 18:34:00,0,0,SYSTEM_AUTO
ALT-14176,PRJ-008,Database,WARNING_SPIKE,2026-03-19 19:46:00,0,76,EMP-019
ALT-14177,PRJ-005,Frontend UI,INFO,2026-03-22 14:24:00,0,0,SYSTEM_AUTO
ALT-14178,PRJ-001,Database,INFO,2026-03-06 17:52:00,0,0,SYSTEM_AUTO
ALT-14179,PRJ-001,Load Balancer,INFO,2026-04-22 08:00:00,0,0,SYSTEM_AUTO
ALT-14180,PRJ-005,Database,INFO,2026-02-12 09:07:00,0,0,SYSTEM_AUTO
ALT-14181,PRJ-008,Auth Service,INFO,2026-01-05 04:25:00,0,0,SYSTEM_AUTO
ALT-14182,PRJ-001,API Gateway,INFO,2026-01-09 08:40:00,0,0,SYSTEM_AUTO
ALT-14183,PRJ-008,API Gateway,INFO,2026-01-10 15:01:00,0,0,SYSTEM_AUTO
ALT-14184,PRJ-009,Load Balancer,INFO,2026-04-28 19:24:00,0,0,SYSTEM_AUTO
ALT-14185,PRJ-010,Load Balancer,INFO,2026-02-14 02:06:00,0,0,SYSTEM_AUTO
ALT-14186,PRJ-001,Database,INFO,2026-03-19 02:19:00,0,0,SYSTEM_AUTO
ALT-14187,PRJ-010,API Gateway,INFO,2026-04-17 07:11:00,0,0,SYSTEM_AUTO
ALT-14188,PRJ-004,Load Balancer,INFO,2026-03-17 16:58:00,0,0,SYSTEM_AUTO
ALT-14189,PRJ-010,Load Balancer,WARNING_SPIKE,2026-02-18 06:17:00,0,26,EMP-010
ALT-14190,PRJ-008,Load Balancer,INFO,2026-03-03 16:00:00,0,0,SYSTEM_AUTO
ALT-14191,PRJ-007,API Gateway,INFO,2026-01-21 11:00:00,0,0,SYSTEM_AUTO
ALT-14192,PRJ-007,Frontend UI,CRITICAL_DOWN,2026-04-28 09:17:00,68,94,EMP-020
ALT-14193,PRJ-006,API Gateway,INFO,2026-03-24 07:02:00,0,0,SYSTEM_AUTO
ALT-14194,PRJ-002,Frontend UI,INFO,2026-03-15 00:47:00,0,0,SYSTEM_AUTO
ALT-14195,PRJ-006,Auth Service,WARNING_SPIKE,2026-04-24 23:05:00,0,99,EMP-029
ALT-14196,PRJ-002,API Gateway,INFO,2026-01-11 21:01:00,0,0,SYSTEM_AUTO
ALT-14197,PRJ-001,Load Balancer,INFO,2026-01-05 02:01:00,0,0,SYSTEM_AUTO
ALT-14198,PRJ-003,Database,WARNING_SPIKE,2026-04-09 06:23:00,0,99,EMP-005
ALT-14199,PRJ-007,Load Balancer,INFO,2026-03-14 04:58:00,0,0,SYSTEM_AUTO
ALT-14200,PRJ-010,API Gateway,WARNING_SPIKE,2026-01-20 13:04:00,0,39,EMP-040
ALT-14201,PRJ-004,Frontend UI,INFO,2026-04-22 06:29:00,0,0,SYSTEM_AUTO
