Bug_ID,Proyecto_ID,Reporter_ID,Developer_ID,Entorno,Severidad,Fecha_Creacion,Tiempo_Resolucion_Minutos,Horas_Retrabajo
BUG-1890,PRJ-010,EMP-011,EMP-038,QA,MEDIUM,2026-02-24 13:00:00,1838,17.44
BUG-1891,PRJ-010,EMP-014,EMP-003,PRODUCTION,MEDIUM,2026-01-07 12:00:00,2232,31.24
BUG-1892,PRJ-009,EMP-024,EMP-050,QA,MEDIUM,2026-01-13 11:00:00,2774,54.2
BUG-1893,PRJ-006,EMP-026,EMP-046,UAT,CRITICAL,2026-04-23 15:00:00,207,2.4
BUG-1894,PRJ-010,EMP-049,EMP-023,QA,MEDIUM,2026-03-21 11:00:00,1784,15.36
BUG-1895,PRJ-004,EMP-039,EMP-023,QA,MEDIUM,2026-03-14 09:00:00,898,10.47
BUG-1896,PRJ-006,EMP-039,EMP-006,QA,HIGH,2026-02-01 09:00:00,599,10.28
BUG-1897,PRJ-002,EMP-016,EMP-047,QA,MEDIUM,2026-02-18 08:00:00,2016,32.15
BUG-1898,PRJ-003,EMP-033,EMP-050,QA,HIGH,2026-03-19 15:00:00,342,6.45
BUG-1899,PRJ-005,EMP-004,EMP-050,QA,LOW,2026-04-27 11:00:00,1996,24.7
BUG-1900,PRJ-006,EMP-033,EMP-038,QA,LOW,2026-02-02 10:00:00,1959,28.99
BUG-1901,PRJ-005,EMP-039,EMP-038,PRODUCTION,MEDIUM,2026-03-31 17:00:00,1045,11.06
BUG-1902,PRJ-009,EMP-049,EMP-023,QA,HIGH,2026-01-07 11:00:00,689,8.85
BUG-1903,PRJ-007,EMP-027,EMP-050,QA,LOW,2026-01-22 10:00:00,2217,39.43
BUG-1904,PRJ-008,EMP-016,EMP-023,QA,HIGH,2026-01-10 10:00:00,600,7.32
BUG-1905,PRJ-010,EMP-004,EMP-046,QA,MEDIUM,2026-03-02 13:00:00,1489,22.28
BUG-1906,PRJ-007,EMP-008,EMP-003,QA,LOW,2026-02-12 11:00:00,774,12.65
BUG-1907,PRJ-007,EMP-027,EMP-046,PRODUCTION,MEDIUM,2026-03-01 14:00:00,729,12.07
BUG-1908,PRJ-009,EMP-039,EMP-003,QA,HIGH,2026-04-29 10:00:00,375,5.0
BUG-1909,PRJ-004,EMP-048,EMP-023,QA,MEDIUM,2026-02-26 17:00:00,955,12.41
BUG-1910,PRJ-002,EMP-004,EMP-038,PRODUCTION,MEDIUM,2026-03-31 16:00:00,1704,24.28
BUG-1911,PRJ-004,EMP-016,EMP-046,PRODUCTION,MEDIUM,2026-01-18 11:00:00,1861,17.97
BUG-1912,PRJ-001,EMP-033,EMP-003,PRODUCTION,LOW,2026-03-22 13:00:00,1789,35.09
BUG-1913,PRJ-004,EMP-024,EMP-006,QA,HIGH,2026-02-02 16:00:00,672,7.99
BUG-1914,PRJ-007,EMP-024,EMP-028,UAT,MEDIUM,2026-03-17 17:00:00,747,13.91
BUG-1915,PRJ-007,EMP-026,EMP-003,QA,LOW,2026-01-25 10:00:00,1866,30.32
BUG-1916,PRJ-009,EMP-011,EMP-050,UAT,CRITICAL,2026-01-23 08:00:00,72,1.03
BUG-1917,PRJ-007,EMP-039,EMP-028,PRODUCTION,MEDIUM,2026-03-23 10:00:00,1216,22.63
BUG-1918,PRJ-001,EMP-004,EMP-006,QA,LOW,2026-01-26 10:00:00,1350,12.0
BUG-1919,PRJ-010,EMP-027,EMP-028,QA,LOW,2026-01-09 10:00:00,1985,21.77
BUG-1920,PRJ-001,EMP-016,EMP-023,QA,LOW,2026-01-09 15:00:00,2722,47.43
BUG-1921,PRJ-001,EMP-049,EMP-038,QA,MEDIUM,2026-01-23 09:00:00,1292,18.39
BUG-1922,PRJ-003,EMP-041,EMP-050,UAT,HIGH,2026-01-06 13:00:00,431,4.68
BUG-1923,PRJ-001,EMP-014,EMP-038,PRODUCTION,LOW,2026-04-12 17:00:00,596,5.1
BUG-1924,PRJ-002,EMP-049,EMP-023,QA,HIGH,2026-03-18 16:00:00,595,5.65
BUG-1925,PRJ-003,EMP-024,EMP-038,UAT,HIGH,2026-02-09 17:00:00,479,5.33
BUG-1926,PRJ-004,EMP-024,EMP-038,QA,HIGH,2026-04-04 17:00:00,137,1.38
BUG-1927,PRJ-002,EMP-041,EMP-046,QA,LOW,2026-02-28 17:00:00,566,10.19
BUG-1928,PRJ-009,EMP-008,EMP-047,QA,CRITICAL,2026-02-18 12:00:00,88,1.12
BUG-1929,PRJ-002,EMP-049,EMP-050,UAT,LOW,2026-02-05 14:00:00,2131,25.17
BUG-1930,PRJ-005,EMP-024,EMP-028,QA,MEDIUM,2026-03-03 16:00:00,1039,17.71
BUG-1931,PRJ-002,EMP-016,EMP-047,QA,CRITICAL,2026-03-11 09:00:00,162,1.54
BUG-1932,PRJ-010,EMP-026,EMP-047,UAT,CRITICAL,2026-01-23 12:00:00,57,1.07
BUG-1933,PRJ-003,EMP-027,EMP-047,QA,MEDIUM,2026-03-04 08:00:00,1236,16.22
BUG-1934,PRJ-008,EMP-027,EMP-023,PRODUCTION,MEDIUM,2026-04-14 09:00:00,2846,33.49
BUG-1935,PRJ-006,EMP-004,EMP-038,UAT,MEDIUM,2026-04-11 08:00:00,2142,22.2
BUG-1936,PRJ-003,EMP-033,EMP-050,PRODUCTION,HIGH,2026-02-28 11:00:00,697,8.01
BUG-1937,PRJ-002,EMP-048,EMP-003,UAT,LOW,2026-01-04 15:00:00,1124,14.97
BUG-1938,PRJ-010,EMP-026,EMP-047,QA,MEDIUM,2026-02-02 12:00:00,1165,15.21
BUG-1939,PRJ-005,EMP-041,EMP-023,UAT,MEDIUM,2026-04-18 13:00:00,2506,40.28
BUG-1940,PRJ-006,EMP-016,EMP-028,QA,MEDIUM,2026-04-20 08:00:00,2671,30.79
BUG-1941,PRJ-005,EMP-026,EMP-038,UAT,MEDIUM,2026-01-14 13:00:00,1769,27.22
BUG-1942,PRJ-002,EMP-026,EMP-023,QA,CRITICAL,2026-04-12 15:00:00,149,1.95
BUG-1943,PRJ-006,EMP-026,EMP-050,QA,MEDIUM,2026-01-04 14:00:00,895,14.36
BUG-1944,PRJ-006,EMP-048,EMP-047,PRODUCTION,LOW,2026-02-25 12:00:00,2205,19.74
BUG-1945,PRJ-003,EMP-026,EMP-050,QA,MEDIUM,2026-01-27 16:00:00,2632,30.38
BUG-1946,PRJ-008,EMP-048,EMP-006,QA,CRITICAL,2026-02-13 14:00:00,94,1.24
BUG-1947,PRJ-005,EMP-011,EMP-038,UAT,HIGH,2026-04-06 12:00:00,485,8.2
BUG-1948,PRJ-001,EMP-011,EMP-050,QA,LOW,2026-02-26 10:00:00,1524,19.9
BUG-1949,PRJ-003,EMP-014,EMP-047,QA,LOW,2026-02-17 11:00:00,1460,17.31
BUG-1950,PRJ-004,EMP-049,EMP-023,QA,MEDIUM,2026-04-27 09:00:00,1947,28.7
BUG-1951,PRJ-007,EMP-024,EMP-050,QA,LOW,2026-03-13 14:00:00,1205,19.48
BUG-1952,PRJ-005,EMP-039,EMP-003,QA,CRITICAL,2026-01-02 17:00:00,111,1.83
BUG-1953,PRJ-008,EMP-014,EMP-047,UAT,HIGH,2026-04-07 15:00:00,367,4.35
BUG-1954,PRJ-003,EMP-041,EMP-023,UAT,MEDIUM,2026-01-27 10:00:00,2452,25.94
BUG-1955,PRJ-008,EMP-008,EMP-038,QA,LOW,2026-02-11 10:00:00,1027,8.58
BUG-1956,PRJ-001,EMP-049,EMP-028,QA,MEDIUM,2026-04-06 10:00:00,1054,18.8
BUG-1957,PRJ-009,EMP-011,EMP-038,UAT,MEDIUM,2026-01-20 13:00:00,1014,18.93
BUG-1958,PRJ-003,EMP-011,EMP-023,QA,CRITICAL,2026-02-11 16:00:00,148,2.35
BUG-1959,PRJ-010,EMP-016,EMP-047,UAT,MEDIUM,2026-03-28 14:00:00,756,12.68
BUG-1960,PRJ-007,EMP-011,EMP-050,QA,HIGH,2026-01-20 08:00:00,245,2.27
BUG-1961,PRJ-007,EMP-004,EMP-003,QA,HIGH,2026-04-22 14:00:00,444,5.37
BUG-1962,PRJ-010,EMP-048,EMP-028,UAT,CRITICAL,2026-03-20 17:00:00,134,2.63
BUG-1963,PRJ-003,EMP-033,EMP-003,QA,CRITICAL,2026-03-22 17:00:00,195,2.49
BUG-1964,PRJ-006,EMP-008,EMP-003,QA,LOW,2026-03-31 09:00:00,2202,26.17
BUG-1965,PRJ-007,EMP-011,EMP-050,QA,CRITICAL,2026-01-18 16:00:00,51,0.9
BUG-1966,PRJ-010,EMP-024,EMP-038,QA,HIGH,2026-02-18 17:00:00,379,4.28
BUG-1967,PRJ-006,EMP-033,EMP-047,PRODUCTION,HIGH,2026-02-04 11:00:00,299,4.99
BUG-1968,PRJ-009,EMP-039,EMP-050,QA,CRITICAL,2026-01-11 11:00:00,154,1.71
BUG-1969,PRJ-008,EMP-008,EMP-047,QA,HIGH,2026-03-08 13:00:00,241,3.56
BUG-1970,PRJ-008,EMP-048,EMP-046,PRODUCTION,HIGH,2026-02-13 08:00:00,471,5.7
BUG-1971,PRJ-002,EMP-004,EMP-006,QA,HIGH,2026-02-14 08:00:00,122,1.15
BUG-1972,PRJ-003,EMP-016,EMP-038,QA,LOW,2026-04-18 17:00:00,1832,21.66
BUG-1973,PRJ-008,EMP-039,EMP-023,QA,CRITICAL,2026-02-26 08:00:00,131,1.8
BUG-1974,PRJ-007,EMP-048,EMP-023,QA,HIGH,2026-02-13 15:00:00,379,4.49
BUG-1975,PRJ-002,EMP-011,EMP-046,UAT,MEDIUM,2026-03-22 13:00:00,2540,44.51
BUG-1976,PRJ-001,EMP-014,EMP-038,UAT,HIGH,2026-03-25 11:00:00,595,8.29
BUG-1977,PRJ-002,EMP-014,EMP-028,QA,MEDIUM,2026-01-02 13:00:00,2218,40.79
BUG-1978,PRJ-008,EMP-027,EMP-046,QA,HIGH,2026-01-29 12:00:00,174,2.13
BUG-1979,PRJ-007,EMP-041,EMP-003,QA,HIGH,2026-01-12 16:00:00,302,5.13
BUG-1980,PRJ-008,EMP-016,EMP-050,QA,MEDIUM,2026-02-05 12:00:00,1073,13.56
BUG-1981,PRJ-005,EMP-041,EMP-046,UAT,CRITICAL,2026-03-14 10:00:00,52,0.88
BUG-1982,PRJ-004,EMP-008,EMP-050,QA,LOW,2026-02-09 14:00:00,1847,19.29
BUG-1983,PRJ-001,EMP-027,EMP-003,QA,CRITICAL,2026-03-08 15:00:00,189,3.26
BUG-1984,PRJ-009,EMP-011,EMP-003,QA,HIGH,2026-02-25 09:00:00,706,12.63
BUG-1985,PRJ-002,EMP-048,EMP-038,UAT,LOW,2026-03-08 13:00:00,2110,36.13
BUG-1986,PRJ-008,EMP-041,EMP-003,QA,HIGH,2026-04-23 11:00:00,511,6.21
BUG-1987,PRJ-006,EMP-008,EMP-028,UAT,MEDIUM,2026-03-30 14:00:00,1389,24.05
BUG-1988,PRJ-008,EMP-041,EMP-046,UAT,HIGH,2026-02-18 08:00:00,673,9.44
BUG-1989,PRJ-004,EMP-014,EMP-046,PRODUCTION,MEDIUM,2026-04-21 16:00:00,2569,21.74
BUG-1990,PRJ-010,EMP-049,EMP-003,PRODUCTION,HIGH,2026-01-12 16:00:00,717,9.2
BUG-1991,PRJ-010,EMP-027,EMP-003,PRODUCTION,LOW,2026-01-13 17:00:00,2826,55.52
BUG-1992,PRJ-008,EMP-004,EMP-023,UAT,HIGH,2026-03-21 10:00:00,583,8.63
BUG-1993,PRJ-008,EMP-027,EMP-038,UAT,HIGH,2026-04-11 17:00:00,286,3.83
BUG-1994,PRJ-003,EMP-041,EMP-047,QA,LOW,2026-02-19 13:00:00,2608,34.49
BUG-1995,PRJ-006,EMP-039,EMP-028,QA,MEDIUM,2026-03-23 09:00:00,2772,41.31
BUG-1996,PRJ-005,EMP-049,EMP-003,QA,LOW,2026-02-25 13:00:00,2150,24.35
BUG-1997,PRJ-010,EMP-014,EMP-028,QA,LOW,2026-03-05 15:00:00,2261,23.56
BUG-1998,PRJ-006,EMP-039,EMP-028,PRODUCTION,HIGH,2026-04-22 08:00:00,585,7.46
BUG-1999,PRJ-004,EMP-014,EMP-023,QA,LOW,2026-03-31 10:00:00,1730,28.56
BUG-2000,PRJ-005,EMP-049,EMP-038,QA,MEDIUM,2026-01-09 16:00:00,858,12.08
BUG-2001,PRJ-008,EMP-033,EMP-047,UAT,MEDIUM,2026-01-18 14:00:00,693,11.47
BUG-2002,PRJ-009,EMP-011,EMP-006,QA,LOW,2026-04-30 09:00:00,1524,28.56
BUG-2003,PRJ-007,EMP-039,EMP-047,QA,HIGH,2026-01-16 16:00:00,455,5.02
BUG-2004,PRJ-008,EMP-033,EMP-047,QA,MEDIUM,2026-03-31 09:00:00,1894,17.82
BUG-2005,PRJ-006,EMP-026,EMP-023,QA,HIGH,2026-01-22 16:00:00,589,5.42
BUG-2006,PRJ-001,EMP-011,EMP-038,QA,HIGH,2026-02-17 10:00:00,198,1.74
BUG-2007,PRJ-009,EMP-024,EMP-023,QA,MEDIUM,2026-03-24 15:00:00,2194,34.78
BUG-2008,PRJ-006,EMP-024,EMP-006,QA,MEDIUM,2026-03-26 08:00:00,2718,41.29
BUG-2009,PRJ-004,EMP-048,EMP-050,PRODUCTION,HIGH,2026-04-13 08:00:00,413,5.67
BUG-2010,PRJ-006,EMP-049,EMP-038,QA,CRITICAL,2026-04-07 12:00:00,75,1.42
BUG-2011,PRJ-007,EMP-039,EMP-003,QA,LOW,2026-01-15 10:00:00,2814,28.57
BUG-2012,PRJ-008,EMP-008,EMP-023,QA,HIGH,2026-01-29 14:00:00,479,6.36
BUG-2013,PRJ-002,EMP-027,EMP-028,QA,HIGH,2026-01-06 14:00:00,236,4.54
BUG-2014,PRJ-009,EMP-033,EMP-046,QA,MEDIUM,2026-01-12 12:00:00,802,11.53
BUG-2015,PRJ-004,EMP-033,EMP-047,QA,MEDIUM,2026-04-08 09:00:00,2214,24.67
BUG-2016,PRJ-004,EMP-041,EMP-023,QA,HIGH,2026-01-02 16:00:00,565,9.26
BUG-2017,PRJ-001,EMP-039,EMP-023,PRODUCTION,MEDIUM,2026-02-24 17:00:00,1696,23.42
BUG-2018,PRJ-001,EMP-024,EMP-006,QA,MEDIUM,2026-01-11 11:00:00,938,17.96
BUG-2019,PRJ-007,EMP-011,EMP-050,QA,MEDIUM,2026-02-12 12:00:00,2235,44.12
BUG-2020,PRJ-004,EMP-026,EMP-028,QA,MEDIUM,2026-03-25 10:00:00,2659,28.74
BUG-2021,PRJ-008,EMP-004,EMP-023,PRODUCTION,MEDIUM,2026-04-25 09:00:00,2772,42.87
BUG-2022,PRJ-007,EMP-008,EMP-006,QA,HIGH,2026-02-09 17:00:00,169,2.37
BUG-2023,PRJ-001,EMP-041,EMP-050,QA,MEDIUM,2026-01-16 08:00:00,868,16.55
BUG-2024,PRJ-008,EMP-026,EMP-028,QA,MEDIUM,2026-04-10 14:00:00,2535,48.0
BUG-2025,PRJ-009,EMP-027,EMP-028,QA,HIGH,2026-04-20 15:00:00,596,7.68
BUG-2026,PRJ-001,EMP-004,EMP-006,QA,HIGH,2026-02-12 12:00:00,449,6.73
BUG-2027,PRJ-006,EMP-008,EMP-023,QA,LOW,2026-02-15 16:00:00,2618,42.47
BUG-2028,PRJ-003,EMP-024,EMP-003,QA,LOW,2026-02-07 08:00:00,2388,30.35
BUG-2029,PRJ-006,EMP-039,EMP-023,QA,HIGH,2026-02-03 12:00:00,394,4.47
BUG-2030,PRJ-005,EMP-049,EMP-046,UAT,HIGH,2026-01-29 09:00:00,604,8.22
BUG-2031,PRJ-003,EMP-004,EMP-050,QA,HIGH,2026-03-25 14:00:00,500,6.86
BUG-2032,PRJ-008,EMP-011,EMP-028,QA,HIGH,2026-01-01 15:00:00,599,10.21
BUG-2033,PRJ-006,EMP-024,EMP-046,QA,CRITICAL,2026-03-19 09:00:00,210,3.19
BUG-2034,PRJ-007,EMP-049,EMP-046,UAT,LOW,2026-03-16 12:00:00,2396,20.23
BUG-2035,PRJ-008,EMP-014,EMP-006,PRODUCTION,MEDIUM,2026-03-24 12:00:00,2048,32.5
BUG-2036,PRJ-003,EMP-011,EMP-038,PRODUCTION,MEDIUM,2026-02-14 13:00:00,2570,40.62
BUG-2037,PRJ-008,EMP-008,EMP-006,QA,MEDIUM,2026-03-18 09:00:00,1821,25.19
BUG-2038,PRJ-006,EMP-049,EMP-050,PRODUCTION,CRITICAL,2026-03-11 09:00:00,133,1.99
BUG-2039,PRJ-002,EMP-033,EMP-050,PRODUCTION,HIGH,2026-01-20 15:00:00,262,4.21
BUG-2040,PRJ-004,EMP-026,EMP-046,QA,HIGH,2026-02-15 09:00:00,644,7.91
BUG-2041,PRJ-003,EMP-049,EMP-028,UAT,CRITICAL,2026-03-09 16:00:00,157,3.13
BUG-2042,PRJ-002,EMP-033,EMP-050,QA,HIGH,2026-01-06 09:00:00,420,3.77
BUG-2043,PRJ-006,EMP-016,EMP-050,QA,LOW,2026-01-20 14:00:00,2382,28.05
BUG-2044,PRJ-001,EMP-048,EMP-003,QA,LOW,2026-03-04 16:00:00,1769,32.15
BUG-2045,PRJ-010,EMP-041,EMP-023,QA,MEDIUM,2026-02-02 15:00:00,2065,22.71
BUG-2046,PRJ-004,EMP-049,EMP-050,QA,MEDIUM,2026-02-16 08:00:00,1090,11.18
BUG-2047,PRJ-002,EMP-016,EMP-047,QA,HIGH,2026-02-08 16:00:00,699,8.4
BUG-2048,PRJ-004,EMP-014,EMP-050,QA,LOW,2026-02-10 13:00:00,2663,49.37
BUG-2049,PRJ-005,EMP-039,EMP-023,QA,LOW,2026-02-10 12:00:00,1653,14.36
BUG-2050,PRJ-002,EMP-004,EMP-006,QA,LOW,2026-01-15 16:00:00,722,7.51
BUG-2051,PRJ-002,EMP-039,EMP-047,QA,MEDIUM,2026-02-21 14:00:00,1184,10.81
BUG-2052,PRJ-009,EMP-011,EMP-047,QA,MEDIUM,2026-01-11 14:00:00,835,9.28
BUG-2053,PRJ-002,EMP-048,EMP-047,QA,MEDIUM,2026-02-11 12:00:00,2538,36.78
BUG-2054,PRJ-009,EMP-048,EMP-047,UAT,HIGH,2026-02-10 12:00:00,186,1.85
BUG-2055,PRJ-007,EMP-048,EMP-006,QA,LOW,2026-03-04 08:00:00,1633,31.26
BUG-2056,PRJ-006,EMP-048,EMP-038,UAT,MEDIUM,2026-03-06 15:00:00,2112,39.4
BUG-2057,PRJ-005,EMP-024,EMP-006,QA,MEDIUM,2026-03-01 11:00:00,1870,22.92
BUG-2058,PRJ-002,EMP-033,EMP-046,QA,HIGH,2026-03-12 15:00:00,493,5.51
BUG-2059,PRJ-002,EMP-039,EMP-028,PRODUCTION,MEDIUM,2026-02-18 13:00:00,853,11.61
BUG-2060,PRJ-003,EMP-039,EMP-023,QA,HIGH,2026-02-18 17:00:00,139,1.18
BUG-2061,PRJ-004,EMP-026,EMP-006,PRODUCTION,CRITICAL,2026-04-01 11:00:00,227,2.95
BUG-2062,PRJ-007,EMP-041,EMP-006,QA,LOW,2026-04-22 08:00:00,1488,17.18
BUG-2063,PRJ-001,EMP-008,EMP-028,QA,MEDIUM,2026-02-26 13:00:00,847,13.97
BUG-2064,PRJ-009,EMP-004,EMP-023,QA,MEDIUM,2026-01-30 13:00:00,515,5.07
BUG-2065,PRJ-008,EMP-024,EMP-047,QA,CRITICAL,2026-02-22 10:00:00,154,1.55
BUG-2066,PRJ-010,EMP-016,EMP-006,UAT,CRITICAL,2026-01-30 11:00:00,207,1.87
BUG-2067,PRJ-007,EMP-014,EMP-023,PRODUCTION,LOW,2026-04-22 08:00:00,864,9.09
BUG-2068,PRJ-002,EMP-016,EMP-023,PRODUCTION,LOW,2026-03-11 13:00:00,1939,32.45
BUG-2069,PRJ-010,EMP-024,EMP-047,QA,HIGH,2026-01-17 16:00:00,350,5.24
BUG-2070,PRJ-007,EMP-048,EMP-046,UAT,MEDIUM,2026-02-12 15:00:00,647,5.85
BUG-2071,PRJ-002,EMP-026,EMP-047,QA,MEDIUM,2026-03-22 16:00:00,1670,30.44
BUG-2072,PRJ-003,EMP-014,EMP-046,QA,CRITICAL,2026-02-14 09:00:00,138,2.76
BUG-2073,PRJ-003,EMP-048,EMP-038,QA,LOW,2026-03-07 10:00:00,1228,17.25
BUG-2074,PRJ-010,EMP-039,EMP-006,QA,MEDIUM,2026-03-19 17:00:00,1620,21.48
BUG-2075,PRJ-005,EMP-048,EMP-050,UAT,MEDIUM,2026-03-29 10:00:00,1193,18.48
BUG-2076,PRJ-007,EMP-011,EMP-038,UAT,MEDIUM,2026-01-19 16:00:00,1757,15.38
BUG-2077,PRJ-005,EMP-024,EMP-047,UAT,LOW,2026-01-23 08:00:00,784,12.87
BUG-2078,PRJ-005,EMP-026,EMP-006,QA,MEDIUM,2026-01-02 10:00:00,1840,33.91
BUG-2079,PRJ-010,EMP-004,EMP-046,UAT,LOW,2026-01-10 08:00:00,941,18.33
BUG-2080,PRJ-008,EMP-041,EMP-023,QA,MEDIUM,2026-01-15 08:00:00,1886,34.25
BUG-2081,PRJ-010,EMP-014,EMP-028,UAT,CRITICAL,2026-03-30 13:00:00,175,3.12
BUG-2082,PRJ-009,EMP-041,EMP-038,UAT,HIGH,2026-01-25 12:00:00,138,1.72
BUG-2083,PRJ-002,EMP-014,EMP-038,QA,LOW,2026-01-10 08:00:00,2079,27.84
BUG-2084,PRJ-001,EMP-049,EMP-003,QA,LOW,2026-01-07 08:00:00,873,9.32
BUG-2085,PRJ-007,EMP-033,EMP-023,QA,MEDIUM,2026-01-09 11:00:00,813,13.92
BUG-2086,PRJ-008,EMP-048,EMP-038,QA,MEDIUM,2026-03-13 12:00:00,866,9.19
BUG-2087,PRJ-008,EMP-011,EMP-050,UAT,MEDIUM,2026-03-16 17:00:00,701,9.49
BUG-2088,PRJ-005,EMP-004,EMP-050,PRODUCTION,MEDIUM,2026-01-03 16:00:00,1079,14.86
BUG-2089,PRJ-002,EMP-004,EMP-038,QA,MEDIUM,2026-04-23 17:00:00,1886,35.2
BUG-2090,PRJ-010,EMP-026,EMP-047,QA,MEDIUM,2026-01-18 15:00:00,1991,22.14
BUG-2091,PRJ-010,EMP-041,EMP-046,QA,MEDIUM,2026-02-18 17:00:00,634,9.68
BUG-2092,PRJ-004,EMP-027,EMP-038,QA,HIGH,2026-03-29 17:00:00,540,9.19
BUG-2093,PRJ-002,EMP-016,EMP-028,QA,CRITICAL,2026-02-05 15:00:00,186,1.98
BUG-2094,PRJ-008,EMP-039,EMP-050,QA,HIGH,2026-02-25 16:00:00,277,5.53
BUG-2095,PRJ-009,EMP-041,EMP-023,QA,MEDIUM,2026-03-09 10:00:00,1239,12.07
BUG-2096,PRJ-010,EMP-049,EMP-050,QA,HIGH,2026-03-10 15:00:00,195,1.64
BUG-2097,PRJ-009,EMP-004,EMP-006,UAT,MEDIUM,2026-03-31 17:00:00,2137,27.69
BUG-2098,PRJ-005,EMP-027,EMP-050,QA,HIGH,2026-01-29 13:00:00,268,2.41
BUG-2099,PRJ-003,EMP-026,EMP-038,QA,LOW,2026-04-06 13:00:00,2592,23.31
BUG-2100,PRJ-008,EMP-049,EMP-023,QA,HIGH,2026-02-04 12:00:00,451,8.2
BUG-2101,PRJ-010,EMP-027,EMP-028,QA,LOW,2026-01-24 10:00:00,1893,16.72
BUG-2102,PRJ-010,EMP-048,EMP-050,QA,LOW,2026-03-25 16:00:00,652,12.17
BUG-2103,PRJ-007,EMP-048,EMP-006,PRODUCTION,MEDIUM,2026-02-24 15:00:00,888,14.99
BUG-2104,PRJ-009,EMP-004,EMP-050,QA,LOW,2026-04-12 13:00:00,2455,48.97
BUG-2105,PRJ-007,EMP-027,EMP-023,QA,LOW,2026-03-02 13:00:00,1563,28.78
BUG-2106,PRJ-008,EMP-049,EMP-023,PRODUCTION,HIGH,2026-02-07 11:00:00,525,6.08
BUG-2107,PRJ-003,EMP-033,EMP-050,QA,MEDIUM,2026-01-20 17:00:00,2736,29.19
BUG-2108,PRJ-010,EMP-024,EMP-023,PRODUCTION,HIGH,2026-03-03 14:00:00,515,4.63
BUG-2109,PRJ-006,EMP-004,EMP-047,UAT,HIGH,2026-02-01 09:00:00,633,12.07
BUG-2110,PRJ-010,EMP-033,EMP-023,UAT,MEDIUM,2026-01-15 16:00:00,1795,28.87
BUG-2111,PRJ-010,EMP-048,EMP-006,PRODUCTION,MEDIUM,2026-01-06 10:00:00,665,10.68
BUG-2112,PRJ-006,EMP-011,EMP-028,UAT,HIGH,2026-01-18 12:00:00,187,1.58
BUG-2113,PRJ-009,EMP-033,EMP-050,QA,LOW,2026-01-05 17:00:00,2303,35.63
BUG-2114,PRJ-001,EMP-049,EMP-006,QA,MEDIUM,2026-04-04 09:00:00,1343,14.68
BUG-2115,PRJ-004,EMP-011,EMP-050,QA,MEDIUM,2026-03-22 15:00:00,933,13.07
BUG-2116,PRJ-003,EMP-041,EMP-046,UAT,HIGH,2026-01-22 12:00:00,434,3.72
BUG-2117,PRJ-005,EMP-041,EMP-003,UAT,MEDIUM,2026-02-02 12:00:00,1218,20.03
BUG-2118,PRJ-002,EMP-041,EMP-050,PRODUCTION,MEDIUM,2026-03-20 11:00:00,1354,26.01
BUG-2119,PRJ-006,EMP-048,EMP-050,UAT,CRITICAL,2026-02-23 15:00:00,223,4.15
BUG-2120,PRJ-003,EMP-033,EMP-038,UAT,LOW,2026-04-28 15:00:00,2718,51.6
BUG-2121,PRJ-001,EMP-008,EMP-006,PRODUCTION,CRITICAL,2026-02-28 14:00:00,122,2.05
BUG-2122,PRJ-001,EMP-026,EMP-003,QA,HIGH,2026-02-14 08:00:00,161,1.8
BUG-2123,PRJ-001,EMP-041,EMP-046,UAT,LOW,2026-02-02 13:00:00,1284,22.74
BUG-2124,PRJ-007,EMP-008,EMP-038,PRODUCTION,MEDIUM,2026-02-16 16:00:00,1864,20.1
BUG-2125,PRJ-007,EMP-024,EMP-047,QA,MEDIUM,2026-03-04 15:00:00,783,11.46
BUG-2126,PRJ-007,EMP-014,EMP-046,PRODUCTION,CRITICAL,2026-01-02 10:00:00,176,1.91
BUG-2127,PRJ-002,EMP-024,EMP-006,QA,CRITICAL,2026-03-26 10:00:00,176,2.35
BUG-2128,PRJ-003,EMP-011,EMP-023,QA,HIGH,2026-01-29 14:00:00,634,11.0
BUG-2129,PRJ-001,EMP-014,EMP-046,QA,MEDIUM,2026-04-15 11:00:00,2210,23.17
BUG-2130,PRJ-007,EMP-026,EMP-047,QA,LOW,2026-01-27 11:00:00,1916,17.76
BUG-2131,PRJ-010,EMP-033,EMP-023,QA,HIGH,2026-03-06 13:00:00,419,3.8
BUG-2132,PRJ-009,EMP-033,EMP-038,QA,HIGH,2026-03-03 09:00:00,401,3.53
BUG-2133,PRJ-005,EMP-033,EMP-003,QA,HIGH,2026-01-01 13:00:00,636,7.0
BUG-2134,PRJ-009,EMP-008,EMP-047,PRODUCTION,MEDIUM,2026-02-05 10:00:00,482,6.04
BUG-2135,PRJ-005,EMP-004,EMP-050,UAT,LOW,2026-03-09 16:00:00,1080,14.29
BUG-2136,PRJ-007,EMP-024,EMP-038,QA,HIGH,2026-03-17 10:00:00,502,6.75
BUG-2137,PRJ-002,EMP-024,EMP-023,QA,MEDIUM,2026-04-16 12:00:00,2088,40.61
BUG-2138,PRJ-005,EMP-049,EMP-023,QA,HIGH,2026-01-07 11:00:00,201,3.63
BUG-2139,PRJ-004,EMP-016,EMP-023,UAT,MEDIUM,2026-03-14 13:00:00,2587,45.59
BUG-2140,PRJ-003,EMP-041,EMP-038,QA,MEDIUM,2026-03-03 13:00:00,1199,21.17
BUG-2141,PRJ-007,EMP-048,EMP-050,UAT,MEDIUM,2026-04-21 14:00:00,1877,33.96
